title,genre,original_language,release_date,ratings
Family Resemblances,Comedy,fr,1996-09-07,7.3
Labyrinth,"Adventure,Family,Fantasy",en,1986-06-27,7.3
My Name Is Nobody,"Comedy,Western",it,1973-12-13,7.3
Louis C.K. 2017,Comedy,en,2017-04-04,7.3
The White Sheik,"Romance,Comedy,Drama",it,1952-09-27,7.3
Robin Hood,"Animation,Family",en,1973-11-08,7.3
Everything Is Illuminated,"Comedy,Drama",en,2005-09-16,7.3
Marshall,Drama,en,2017-10-13,7.3
Dog Pound,Drama,en,2010-04-24,7.3
Our Friend,"Drama,Romance",en,2019-02-25,7.3
Barbie & Her Sisters in the Great Puppy Adventure,"Family,Animation,Adventure",en,2015-10-07,7.3
Inception: The Cobol Job,"Animation,Action,Thriller,Science Fiction",en,2010-12-07,7.3
Rise of the Planet of the Apes,"Thriller,Action,Drama,Science Fiction",en,2011-08-03,7.3
Dracula,Horror,en,1958-05-22,7.3
The Gods Must Be Crazy,"Action,Comedy",en,1980-09-10,7.3
Old Henry,"Action,Western,Thriller",en,2021-10-01,7.3
Lady Bird,"Drama,Comedy",en,2017-09-01,7.3
The Hidden Face,"Thriller,Mystery",es,2011-09-16,7.3
Days of Being Wild,"Crime,Drama,Romance",cn,1990-12-15,7.3
The Jungle Book,"Family,Animation,Adventure",en,1967-10-18,7.3
Lamp Life,"Animation,Comedy,Family",en,2020-01-31,7.3
John Wick: Chapter 2,"Thriller,Action,Crime",en,2017-02-08,7.3
Only Lovers Left Alive,"Drama,Romance",en,2013-12-12,7.3
The Day of the Beast,"Action,Comedy,Horror,Crime,Fantasy",es,1995-10-20,7.3
Last Christmas,"Comedy,Romance",en,2019-11-07,7.3
The Kissing Booth,"Romance,Comedy",en,2018-05-11,7.3
Wonder Woman,"Action,Adventure,Animation,Fantasy,Science Fiction",en,2009-03-03,7.3
Airplane!,Comedy,en,1980-07-02,7.3
Zatoichi,"Adventure,Drama,Action",ja,2003-09-06,7.3
Fear Street: 1666,"Mystery,Horror",en,2021-07-14,7.3
Fear Street: 1978,"Mystery,Horror",en,2021-07-08,7.3
"OSS 117: Cairo, Nest of Spies","Crime,Action,Adventure,Comedy",fr,2006-04-19,7.3
Conspiracy,"History,Drama,War",en,2001-05-19,7.3
Fracture,Thriller,en,2007-04-19,7.3
Milk,"History,Drama",en,2008-11-05,7.3
Confession of Murder,"Action,Thriller",ko,2012-11-08,7.3
Funny Girl,"Comedy,Drama,Romance",en,1968-09-19,7.3
Tell No One,"Drama,Thriller,Crime,Mystery",fr,2006-11-01,7.3
Lord of War,"Crime,Drama,Thriller",en,2005-09-16,7.3
"Don't Worry, I'm Fine",Drama,fr,2006-09-06,7.3
Dead Man,"Drama,Fantasy,Western",en,1995-12-23,7.3
Professor Marston and the Wonder Women,"Drama,Romance",en,2017-10-13,7.3
The Phantom of the Opera,"Thriller,Drama,Romance",en,2004-12-08,7.3
The Distinguished Citizen,"Comedy,Drama",es,2016-09-08,7.3
Headhunters,"Thriller,Crime,Action",no,2011-08-26,7.3
Seven Brides for Seven Brothers,"Comedy,Drama,Western",en,1954-07-22,7.3
Hunger,"Drama,History",en,2008-05-15,7.3
Love Me If You Dare,"Drama,Comedy,Romance",fr,2003-09-17,7.3
Lethal Weapon,"Adventure,Action,Comedy,Thriller,Crime",en,1987-03-06,7.3
Army of Darkness,"Fantasy,Horror,Comedy",en,1992-10-31,7.3
The Devil All the Time,"Crime,Drama,Thriller",en,2020-09-11,7.3
Ida,Drama,pl,2013-10-25,7.3
The Greatest Game Ever Played,Drama,en,2005-09-30,7.3
Shéhérazade,"Drama,Thriller,Romance",fr,2018-09-05,7.3
The Damned United,Drama,en,2009-03-27,7.3
Undisputed II: Last Man Standing,"Action,Crime,Thriller",en,2006-04-11,7.3
Fullmetal Alchemist the Movie: Conqueror of Shamballa,"Action,Adventure,Animation,Drama",ja,2005-07-21,7.3
Total Recall,"Action,Adventure,Science Fiction",en,1990-06-01,7.3
Videodrome,"Horror,Mystery,Science Fiction",en,1983-02-04,7.3
Megan Leavey,"Drama,War",en,2017-06-09,7.3
Mystery Train,Comedy,en,1989-09-06,7.3
Man Bites Dog,"Comedy,Crime,Drama,Thriller,Horror",fr,1992-08-20,7.3
Nomadland,Drama,en,2020-12-04,7.3
RoboCop,"Action,Thriller,Science Fiction",en,1987-07-17,7.3
The Outsiders,"Crime,Drama",en,1983-03-25,7.3
The Painted Veil,"Romance,Drama",en,2006-01-01,7.3
Marathon Man,Thriller,en,1976-10-08,7.3
In the House,"Comedy,Drama,Mystery,Thriller",fr,2012-09-26,7.3
The Illusionist,"Animation,Drama",fr,2010-02-16,7.3
Naruto Shippuden the Movie: The Will of Fire,"Action,Adventure,Comedy,Drama,Fantasy,Animation",ja,2009-08-01,7.3
Carrie,"Horror,Thriller",en,1976-11-03,7.3
Bridge to Terabithia,"Adventure,Drama,Family",en,2007-02-15,7.3
Memory,"Action,Thriller,Crime",en,2022-04-28,7.3
"Fala Sério, Mãe!","Comedy,Family",pt,2017-12-28,7.3
Zombieland,"Comedy,Horror",en,2009-10-07,7.3
And Now for Something Completely Different,Comedy,en,1971-09-28,7.3
The Goldfinch,Drama,en,2019-09-12,7.3
The Age of Shadows,"Action,Drama,Thriller",ko,2016-09-07,7.3
Cleveland Abduction,"Drama,Crime,TV Movie",en,2015-05-02,7.3
Wadjda,Drama,ar,2012-08-31,7.3
Argo,"Drama,Thriller",en,2012-03-22,7.3
I Am a Hero,"Action,Science Fiction,Fantasy,Horror",ja,2016-04-23,7.3
The Hurt Locker,"Drama,Thriller,War",en,2008-10-10,7.3
The Last Metro,"Drama,Romance,War",fr,1980-09-17,7.3
Whale Rider,"Drama,Family",en,2003-01-30,7.3
The Salesman,"Drama,Thriller",fa,2016-06-24,7.3
13 Hours: The Secret Soldiers of Benghazi,"War,Action,History,Thriller,Drama",en,2016-01-14,7.3
Coherence,"Thriller,Science Fiction",en,2013-09-19,7.3
The Sunset Limited,"Drama,TV Movie",en,2011-02-12,7.3
(500) Days of Summer,"Comedy,Drama,Romance",en,2009-07-17,7.3
Pleasantville,"Fantasy,Comedy,Drama",en,1998-09-17,7.3
The Rider,Drama,en,2018-03-21,7.3
One Piece Film: GOLD,"Action,Animation,Adventure,Comedy",ja,2016-07-23,7.3
Upside-Down Magic,"Fantasy,Family,TV Movie",en,2020-07-31,7.3
Frozen,"Animation,Family,Adventure,Fantasy",en,2013-11-20,7.3
Red Dog,"Drama,Comedy,Family",en,2011-08-04,7.3
F9,"Action,Crime,Thriller",en,2021-05-19,7.3
Eddie Murphy Raw,Comedy,en,1987-11-25,7.3
Betty Blue,"Drama,Romance",fr,1986-04-09,7.3
Roma,"Comedy,Drama",it,1972-03-16,7.3
The Boondock Saints,"Action,Thriller,Crime",en,1999-01-22,7.3
Man on the Moon,"Comedy,Drama,History",en,1999-12-22,7.3
Irreversible,"Drama,Thriller,Crime,Mystery",fr,2002-05-22,7.3
Batman: Death in the Family,"Animation,Action",en,2020-10-13,7.3
Stranger Than Fiction,"Comedy,Drama,Fantasy,Romance",en,2006-09-09,7.3
Maria Full of Grace,"Drama,Thriller,Crime",es,2004-01-18,7.3
Collateral Beauty,"Drama,Romance",en,2016-12-06,7.3
Standing Tall,Drama,fr,2015-05-13,7.3
Begin Again,"Comedy,Music,Romance,Drama",en,2013-09-07,7.3
Victor/Victoria,"Comedy,Music,Romance",en,1982-04-25,7.3
Smoke,"Comedy,Drama",en,1995-06-09,7.3
Green Street Hooligans,"Crime,Drama",en,2005-09-09,7.3
Notting Hill,"Romance,Comedy,Drama",en,1999-05-21,7.3
Ip Man 4: The Finale,"Action,Drama,History",cn,2019-12-19,7.3
"Everything, Everything","Drama,Romance",en,2017-05-18,7.3
"Crazy, Stupid, Love.","Comedy,Drama,Romance",en,2011-07-29,7.3
The Boat That Rocked,"Drama,Comedy",en,2009-04-01,7.3
Donkey Skin,"Music,Fantasy,Drama,Comedy,Romance",fr,1970-12-20,7.3
Ferdinand,"Animation,Family,Adventure,Comedy",en,2017-12-09,7.3
Leaving Las Vegas,"Drama,Romance",en,1995-10-27,7.3
Driving Miss Daisy,Drama,en,1989-12-13,7.3
After We Collided,"Romance,Drama",en,2020-09-02,7.3
Cape Fear,"Thriller,Crime",en,1991-11-15,7.3
Race,"Drama,History",en,2016-02-19,7.3
Fast Five,"Action,Thriller,Crime",en,2011-04-20,7.3
Biutiful,Drama,es,2010-10-20,7.3
Official Secrets,"Thriller,History,Drama",en,2019-08-30,7.2
Safe Haven,"Romance,Thriller",en,2013-02-07,7.2
The House of the Laughing Windows,"Mystery,Thriller,Horror",it,1976-08-20,7.2
Vagabond,Drama,fr,1985-12-04,7.2
The Last Song,"Drama,Family,Romance",en,2010-03-31,7.2
Dolores Claiborne,"Crime,Drama,Mystery",en,1995-03-24,7.3
Stardust,"Adventure,Fantasy,Romance,Family",en,2007-08-09,7.2
Monster,"Crime,Drama",en,2003-12-24,7.2
The Shape of Water,"Drama,Fantasy,Romance",en,2017-12-01,7.2
Great Expectations,"Romance,Drama",en,1946-12-26,7.2
Vera Drake,Drama,en,2004-10-22,7.2
Hereditary,"Horror,Mystery,Thriller",en,2018-06-07,7.2
Queen of Katwe,Drama,en,2016-09-23,7.2
Tyrannosaur,"Drama,Romance",en,2011-10-07,7.2
Dragon Ball Z: Broly – The Legendary Super Saiyan,"Animation,Science Fiction,Action",ja,1993-03-06,7.2
"Planes, Trains and Automobiles",Comedy,en,1987-11-26,7.2
Spider-Man,"Fantasy,Action",en,2002-05-01,7.2
Mirai,"Animation,Family,Fantasy,Adventure,Drama",ja,2018-06-16,7.2
Wonder Woman,"Action,Adventure,Fantasy",en,2017-05-30,7.2
Clue,"Comedy,Thriller,Crime,Mystery",en,1985-12-13,7.2
The Many Adventures of Winnie the Pooh,"Animation,Family",en,1977-03-11,7.2
North Face,"Adventure,Drama,Action,History,Thriller",de,2008-10-23,7.2
Furious 7,"Action,Thriller,Crime,Adventure",en,2015-04-01,7.2
Jane Eyre,"Drama,Romance",en,2011-03-11,7.2
Bicentennial Man,"Science Fiction,Comedy,Drama",en,1999-12-17,7.2
The Dreamers,"Drama,Romance",en,2003-09-01,7.2
G.O.R.A.,"Adventure,Comedy,Science Fiction",tr,2004-11-12,7.2
The Hedgehog,"Comedy,Drama",fr,2009-07-01,7.2
Naruto: Ninja Clash in the Land of Snow,"Comedy,Action,Animation,Adventure",ja,2004-08-21,7.2
Picnic at Hanging Rock,"Drama,Mystery",en,1975-09-02,7.2
Once Upon a Time in China,"Action,Drama",cn,1991-08-15,7.2
In the Mouth of Madness,"Horror,Mystery,Thriller",en,1995-02-03,7.2
Chinese Take-Away,Comedy,es,2011-03-24,7.2
Pat Garrett & Billy the Kid,Western,en,1973-05-23,7.2
Sissi: The Fateful Years of an Empress,"Romance,Drama,History",de,1957-12-18,7.2
Blade Runner: Black Out 2022,"Action,Animation,Science Fiction",en,2017-09-26,7.2
Shutter,"Fantasy,Horror,Mystery,Thriller",th,2004-09-09,7.2
Queen Margot,"Drama,History,Romance",fr,1994-05-13,7.2
The Sword in the Stone,"Animation,Family",en,1963-12-25,7.2
The Ladykillers,"Comedy,Crime",en,1955-12-08,7.2
The Diary of Anne Frank,"Drama,History",en,1959-03-18,7.2
The Wing or the Thigh?,Comedy,fr,1976-10-27,7.2
Superman: Man of Tomorrow,"Animation,Action,Science Fiction",en,2020-08-23,7.2
To the Bone,Drama,en,2017-01-22,7.2
5 to 7,"Comedy,Romance",en,2014-04-19,7.2
Robot Chicken: Star Wars,"Animation,Comedy,Science Fiction",en,2007-07-17,7.2
The Young Victoria,"Drama,History,Romance",en,2009-03-04,7.2
Like Water for Chocolate,"Drama,Romance",es,1992-04-16,7.2
Juice,"Crime,Drama,Thriller",en,1992-01-17,7.2
Angela's Ashes,Drama,en,1999-12-25,7.2
Brother Bear,"Adventure,Animation,Family",en,2003-10-23,7.2
Broadway Danny Rose,Comedy,en,1984-01-27,7.2
National Lampoon's Christmas Vacation,Comedy,en,1989-11-30,7.2
Bagdad Cafe,"Comedy,Drama",de,1987-11-12,7.2
Fear and Loathing in Las Vegas,"Adventure,Drama,Comedy",en,1998-05-22,7.2
Breakfast on Pluto,"Drama,Comedy",en,2005-09-03,7.2
A Monster Calls,"Drama,Fantasy",en,2016-10-07,7.2
Songs from the Second Floor,"Drama,Comedy",sv,2000-10-06,7.2
The Edge of Heaven,Drama,de,2007-09-27,7.2
Crash,Drama,en,2005-05-06,7.2
Meet Joe Black,"Fantasy,Drama,Romance",en,1998-11-12,7.2
It,"Horror,Fantasy",en,2017-09-06,7.2
The Alamo,Western,en,1960-10-23,7.2
Life Itself,"Drama,Romance",en,2018-09-21,7.2
It's Only the End of the World,Drama,fr,2016-08-26,7.2
Rudderless,"Music,Drama,Comedy",en,2014-10-17,7.2
Arizona Dream,"Fantasy,Comedy,Drama,Romance",en,1993-01-06,7.2
Jumanji,"Adventure,Fantasy,Family",en,1995-12-15,7.2
Moneyball,Drama,en,2011-09-22,7.2
Village of the Damned,"Horror,Science Fiction",en,1960-06-16,7.2
The Road to El Dorado,"Family,Adventure,Animation,Comedy,Fantasy",en,2000-03-31,7.2
Die Hard: With a Vengeance,"Action,Thriller",en,1995-05-19,7.2
Eighth Grade,"Comedy,Drama",en,2018-01-19,7.2
Every Day,"Fantasy,Romance",en,2018-02-22,7.2
American Splendor,"Comedy,Drama",en,2003-08-15,7.2
Pirates of the Caribbean: At World's End,"Adventure,Fantasy,Action",en,2007-05-19,7.2
The Ten Commandments: The Movie,Drama,pt,2016-01-28,7.2
Dragons: Dawn Of The Dragon Racers,"Animation,Family,Adventure,Comedy,Fantasy",en,2014-11-01,7.2
The Bird with the Crystal Plumage,"Horror,Mystery,Thriller",it,1970-02-27,7.2
The Unknown Woman,Thriller,it,2006-10-09,7.2
The Orphanage,"Horror,Drama,Thriller",es,2007-05-20,7.2
Rang De Basanti,"Comedy,Drama,History",hi,2006-01-26,7.2
Marnie,"Crime,Drama,Mystery,Romance,Thriller",en,1964-07-17,7.2
Tenet,"Action,Thriller,Science Fiction",en,2020-08-22,7.2
Partysaurus Rex,"Family,Animation,Comedy,Fantasy",en,2012-09-14,7.2
Detour,"Drama,Thriller",en,1945-11-30,7.2
The Great Debaters,Drama,en,2007-12-27,7.2
Barbie as the Island Princess,"Animation,Family",en,2007-09-17,7.2
Peter Pan,"Animation,Family,Adventure,Fantasy",en,1953-02-05,7.2
Ralph Breaks the Internet,"Family,Animation,Comedy,Adventure",en,2018-11-20,7.2
Steel Magnolias,"Comedy,Drama",en,1989-11-15,7.2
Shoot the Piano Player,"Drama,Thriller,Crime",fr,1960-11-25,7.2
Matthias & Maxime,Drama,fr,2019-10-09,7.2
Vanishing Point,"Action,Drama",en,1971-01-15,7.2
Pusher 3,"Action,Thriller,Crime",da,2005-08-22,7.2
Batman vs. Robin,"Science Fiction,Action,Adventure,Animation",en,2015-04-14,7.2
The King and I,"Drama,Romance,Adventure,Music",en,1956-06-29,7.2
War of the Buttons,"Comedy,Drama",fr,1962-04-18,7.2
Batman: Bad Blood,"Science Fiction,Action,Animation",en,2016-08-04,7.2
Despicable Me,"Family,Animation,Comedy,Crime",en,2010-07-08,7.2
Big Trouble in Little China,"Action,Adventure,Comedy,Fantasy",en,1986-05-30,7.2
Peter Rabbit 2: The Runaway,"Family,Comedy,Adventure,Animation,Fantasy",en,2021-03-25,7.2
Bridge of Spies,"Thriller,Drama",en,2015-10-15,7.2
The Equalizer,"Thriller,Action,Crime",en,2014-09-24,7.2
McCabe & Mrs. Miller,"Western,Drama",en,1971-06-24,7.2
The Concert,"Drama,Comedy",fr,2009-11-04,7.2
Girl,Drama,nl,2018-09-18,7.2
I Am Dragon,"Fantasy,Romance",ru,2015-12-03,7.2
Violent Cop,"Action,Crime,Drama",ja,1989-08-12,7.2
In America,Drama,en,2003-10-31,7.2
A Fish Called Wanda,"Comedy,Crime",en,1988-07-15,7.2
Loro 2,Drama,it,2018-05-10,7.2
The Vow,"Drama,Romance",en,2012-02-05,7.2
Barbie in A Mermaid Tale,"Animation,Family,Fantasy",en,2010-01-25,7.2
Crazy About Her,"Comedy,Romance",es,2021-02-26,7.2
Toy Story of Terror!,"Adventure,Animation,Comedy,Family,Fantasy,TV Movie",en,2013-10-16,7.2
Murder by Death,"Comedy,Crime,Mystery,Thriller",en,1976-06-23,7.2
Secondhand Lions,"Family,Comedy",en,2003-09-19,7.2
Jo,Comedy,fr,1971-08-31,7.2
The Aviator,Drama,en,2004-12-17,7.2
The Transformers: The Movie,"Animation,Science Fiction,Action,Adventure,Family",en,1986-08-08,7.2
Rocky II,Drama,en,1979-06-15,7.2
The Northman,"Action,Adventure,Fantasy",en,2022-04-07,7.2
The Naked Gun: From the Files of Police Squad!,"Comedy,Crime",en,1988-12-02,7.2
The Purity of Vengeance,"Crime,Thriller,Mystery,Drama",da,2018-10-04,7.2
Woman at War,"Drama,Thriller,Comedy",is,2018-05-22,7.2
Spider-Man 2,"Action,Adventure,Fantasy",en,2004-06-25,7.2
The In Between,"Romance,Science Fiction,Drama",en,2022-02-11,7.2
As the Gods Will,"Thriller,Horror,Comedy",ja,2014-11-15,7.2
The Old Guard,"Action,Fantasy",en,2020-07-10,7.2
Nappily Ever After,"Comedy,Romance",en,2018-09-21,7.2
A Cinderella Story: If the Shoe Fits,"Comedy,Family,Fantasy,Music",en,2016-08-02,7.2
Nowhere Boy,Drama,en,2009-12-25,7.2
Django,"Action,Western",it,1966-04-05,7.2
Never Rarely Sometimes Always,Drama,en,2020-03-13,7.2
On Body and Soul,"Drama,Romance,Fantasy",hu,2017-03-02,7.2
Barbie: A Fashion Fairytale,"Family,Animation",en,2010-09-14,7.2
Tootsie,"Comedy,Romance",en,1982-06-10,7.2
A Bridge Too Far,"Drama,History,War",en,1977-06-15,7.2
The Battleship Island,"Action,History,Drama",ko,2017-07-26,7.2
Reality,Comedy,fr,2014-08-28,7.2
Superman/Batman: Apocalypse,"Science Fiction,Action,Adventure,Animation,Family",en,2010-09-28,7.2
How Green Was My Valley,"Drama,History,Family",en,1941-10-28,7.2
The Trip Across Paris,Comedy,fr,1956-10-26,7.2
CJ7,"Comedy,Drama,Family,Fantasy,Science Fiction",cn,2008-01-30,7.2
Watership Down,"Adventure,Animation,Drama",en,1978-10-14,7.2
Open Range,Western,en,2003-08-29,7.2
Skyfall,"Action,Adventure,Thriller",en,2012-10-25,7.2
Breaking Away,"Drama,Comedy",en,1979-05-24,7.2
Doubt,Drama,en,2008-02-27,7.2
Cadillac Records,"Drama,History,Music",en,2008-12-05,7.2
Don't Look Up,"Comedy,Drama,Science Fiction",en,2021-12-07,7.2
Ballerina,"Animation,Adventure,Comedy,Family",en,2016-12-14,7.2
The Player,"Comedy,Mystery,Drama,Crime",en,1992-04-03,7.2
The Prince of Egypt,"Adventure,Animation,Drama,Family",en,1998-12-16,7.2
Out of Africa,"History,Romance,Drama",en,1985-12-20,7.2
The Lego Batman Movie,"Animation,Action,Comedy,Family",en,2017-02-08,7.2
Star Trek IV: The Voyage Home,"Science Fiction,Adventure",en,1986-11-26,7.2
Invasion of the Body Snatchers,"Horror,Mystery,Science Fiction",en,1978-12-19,7.2
North Country,Drama,en,2005-02-12,7.2
Batman,"Fantasy,Action",en,1989-06-23,7.2
Melancholia,"Drama,Science Fiction",en,2011-05-26,7.2
Felon,"Action,Crime,Drama,Mystery",en,2008-07-17,7.2
Knife in the Water,Drama,pl,1962-03-09,7.2
The Last Temptation of Christ,Drama,en,1988-05-28,7.2
The Flight of the Phoenix,Adventure,en,1965-12-15,7.2
The Lodger: A Story of the London Fog,"Drama,Thriller",en,1927-02-14,7.2
2046,"Fantasy,Drama,Science Fiction,Romance",zh,2004-09-29,7.2
"South Park: Bigger, Longer & Uncut","Animation,Comedy",en,1999-06-30,7.2
The NeverEnding Story,"Adventure,Fantasy,Family,Drama",en,1984-04-05,7.2
The Gruffalo,"Animation,Family",en,2009-12-25,7.2
Marley & Me,"Comedy,Family",en,2008-12-25,7.2
Stranger Than Paradise,"Comedy,Drama",en,1984-10-01,7.2
Scooby-Doo! and the Legend of the Vampire,"Family,Animation,Comedy,Fantasy,Music,Mystery",en,2003-03-04,7.2
Infernal Affairs II,"Drama,Action,Thriller,Crime",cn,2003-10-01,7.2
Broken Embraces,"Drama,Romance,Thriller",es,2009-03-01,7.2
Good Time,"Thriller,Crime,Drama",en,2017-08-11,7.2
No,"Drama,History",es,2012-08-07,7.2
The Cutting Edge,"Romance,Comedy,Drama",en,1992-03-27,7.2
Babette's Feast,"Comedy,Drama",da,1987-08-11,7.2
Kung Fu Panda,"Action,Adventure,Animation,Family,Comedy",en,2008-06-04,7.2
Marrowbone,"Thriller,Horror,Drama,Mystery",en,2017-10-27,7.2
The Healer,"Family,Drama,Comedy",en,2017-02-17,7.2
Labyrinth of Lies,"Drama,History",de,2014-09-06,7.2
K-PAX,"Science Fiction,Drama",en,2001-10-22,7.2
Little Boy,"Comedy,Drama,War",en,2015-04-23,7.2
Baaria,"Drama,Comedy,Romance",it,2009-09-02,7.2
Project A,"Action,Comedy,Adventure",cn,1983-12-22,7.2
Alita: Battle Angel,"Action,Science Fiction,Adventure",en,2019-01-31,7.2
Inside Llewyn Davis,"Drama,Music",en,2013-10-13,7.2
The Long Good Friday,"Crime,Drama,Mystery",en,1980-11-01,7.2
3:10 to Yuma,"Western,Drama,Thriller",en,1957-08-07,7.2
The Thief of Bagdad,"Action,Adventure,Family,Fantasy",en,1940-12-25,7.2
28 Days Later,"Horror,Thriller,Science Fiction",en,2002-10-31,7.2
A Touch of Sin,"Drama,Crime,Action",zh,2013-10-04,7.2
Children Who Chase Lost Voices,"Animation,Adventure,Drama,Fantasy",ja,2011-05-07,7.2
Heartbeats,"Drama,Romance",fr,2010-10-09,7.2
Frequency,"Science Fiction,Thriller",en,2000-04-28,7.2
Intolerance: Love's Struggle Throughout the Ages,"Drama,History",en,1916-09-04,7.2
After the Storm,Drama,ja,2016-05-21,7.2
Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror",en,2007-01-25,7.2
The Big Boss,Action,zh,1971-10-03,7.2
Thank You for Smoking,"Comedy,Drama",en,2005-09-09,7.2
The French Dispatch,"Comedy,Drama,Romance",en,2021-10-21,7.2
Ghost,"Fantasy,Drama,Thriller,Mystery,Romance",en,1990-07-12,7.2
Burlesque,"Drama,Romance",en,2010-11-23,7.2
Five Easy Pieces,Drama,en,1970-09-12,7.2
My Mother's Castle,"Adventure,Comedy,Drama,Romance",fr,1990-10-26,7.2
The Haunting,Horror,en,1963-08-21,7.2
Short Cuts,"Comedy,Drama",en,1993-09-05,7.2
Beverly Hills Cop,"Action,Comedy,Crime",en,1984-11-30,7.2
Batman vs. Teenage Mutant Ninja Turtles,"Animation,Action,Family",en,2019-03-31,7.2
The Choice,"Drama,Romance",en,2016-02-04,7.2
Rust and Bone,"Drama,Romance",fr,2012-05-17,7.2
Bedevilled,"Thriller,Crime,Drama,Horror",ko,2010-08-19,7.2
Sherlock Holmes,"Action,Adventure,Crime,Mystery",en,2009-01-01,7.2
Living in Oblivion,"Drama,Comedy",en,1995-07-21,7.2
I Am Legend,"Drama,Science Fiction,Thriller",en,2007-12-12,7.2
The Intern,Comedy,en,2015-09-24,7.2
The Caine Mutiny,Drama,en,1954-06-23,7.2
Collateral,"Drama,Crime,Thriller",en,2004-08-04,7.2
Shrek 2,"Animation,Family,Comedy,Fantasy,Adventure",en,2004-05-19,7.2
The Professor and the Madman,"History,Drama,Mystery,Thriller",en,2019-03-07,7.2
The Town,"Crime,Drama,Thriller",en,2010-09-15,7.2
Invictus,"Drama,History",en,2009-12-10,7.2
Alice in Wonderland,"Animation,Family,Fantasy,Adventure",en,1951-07-28,7.2
A Walk in the Clouds,"Drama,Romance",en,1995-08-11,7.2
Midnight Run,"Adventure,Comedy,Crime,Action",en,1988-07-20,7.2
Superbad,Comedy,en,2007-03-20,7.2
Wall Street,"Crime,Drama",en,1987-12-10,7.2
Pokémon: Arceus and the Jewel of Life,"Family,Animation,Adventure,Fantasy",ja,2009-07-18,7.2
The Producers,Comedy,en,1967-11-22,7.2
Barbie and the Three Musketeers,"Animation,Family",en,2009-09-15,7.2
After the Wedding,Drama,da,2006-02-24,7.2
Contempt,Drama,fr,1963-10-29,7.2
The Broken Hearts Gallery,"Comedy,Romance",en,2020-09-11,7.2
The Forever Purge,"Horror,Action,Thriller",en,2021-06-30,7.2
Scoob!,"Animation,Family,Comedy,Adventure",en,2020-07-09,7.2
Belle,Drama,en,2013-05-01,7.2
Compagni di scuola,Comedy,it,1988-12-21,7.2
La Bamba,"Drama,Music",en,1987-07-24,7.2
3:10 to Yuma,Western,en,2007-09-06,7.2
Reign Over Me,Drama,en,2007-03-22,7.2
The Map of Tiny Perfect Things,"Fantasy,Romance",en,2021-02-12,7.2
The Man Without Gravity,"Fantasy,Drama,Comedy",it,2019-10-21,7.2
The Return of the Living Dead,"Comedy,Horror",en,1985-04-25,7.2
Kiss Kiss Bang Bang,"Comedy,Crime,Mystery,Thriller",en,2005-09-05,7.2
Red Nose Day Actually,"TV Movie,Comedy,Romance",en,2017-03-24,7.2
Romanzo Criminale,"Crime,Drama",en,2005-09-30,7.2
Peter Pan,"Adventure,Fantasy,Family",en,2003-12-18,7.2
P.S. I Love You,"Drama,Romance",en,2007-11-15,7.2
Time to Hunt,"Drama,Action,Thriller",ko,2020-02-22,7.2
This Beautiful Fantastic,"Comedy,Drama,Fantasy,Romance",en,2016-10-20,7.2
Jack and the Cuckoo-Clock Heart,"Animation,Romance,Adventure,Drama,Fantasy",fr,2014-02-05,7.2
Dragon Ball Z: Wrath of the Dragon,"Animation,Action,Science Fiction",ja,1995-07-15,7.2
